,moqual,faqual,admingrade,eduspecneeds,prevgrade,ownschshp,prevqual,displaced,debtor,paidfeetodate,gender,secsemgrade,target,course
1430,38,38,128,0,144,1,1,1,0,1,0,12.90857143,1,9500
1431,1,12,113.2,0,123,0,1,1,0,1,0,10,0,9853
1433,1,38,156.9,0,152,0,1,1,0,1,0,15.83333333,1,9070
1435,41,1,100,0,133.1,0,1,0,1,0,1,14,0,9147
1437,37,37,101,0,140,0,1,0,0,1,0,12.16666667,1,8014
1438,1,1,121.5,0,133,1,1,1,0,1,0,14.33333333,1,9670
1439,38,37,126.8,0,138,0,1,1,0,1,1,12.57142857,1,9085
1440,19,19,132.9,0,142,0,1,0,0,1,1,14.25,1,9670
1441,1,1,134.3,0,115,0,1,1,0,1,1,12.05555556,1,171
1442,1,1,120.5,0,125,0,1,1,0,1,1,14.66666667,1,9254
1443,1,4,144.1,0,170,0,1,1,1,0,1,0,0,9003
1444,1,1,100,0,140,0,1,0,0,1,1,13.83333333,1,9991
1445,4,19,114.8,0,110,0,1,1,0,0,1,0,0,9254
1446,3,29,111.9,0,114,0,1,0,0,0,1,0,0,171
1447,1,19,125.4,0,138,1,1,1,0,1,1,12.33333333,0,9119
1448,37,37,140,0,140,0,39,0,0,1,1,13.66666667,0,9003
1449,1,19,140,0,140,0,39,0,0,1,1,12.55555556,1,9070
1450,2,1,127.8,0,132,0,1,0,0,1,1,12.16666667,0,9130
1451,19,37,131.6,0,148,0,1,1,0,1,1,12.30769231,1,9003
1452,1,1,119.4,0,132,0,1,1,0,1,1,0,0,171
1453,19,37,129.9,0,126,1,1,1,0,1,1,11.16666667,1,9238
1455,1,37,113.4,0,120,1,1,1,0,1,1,0,0,9147
1459,37,37,112,0,119,0,1,1,0,0,1,0,0,9147
1460,38,37,140,0,120,0,1,0,0,1,1,12.5,0,9670
1461,38,38,150,0,150,0,39,1,0,1,1,12.3,1,9003
1463,1,19,150,0,140,0,1,0,0,1,1,10,0,9119
1465,34,34,116.2,0,116,0,1,0,0,1,1,12.75,1,8014
1466,10,12,120.4,0,120,0,1,1,0,1,1,0,0,9119
1468,1,19,155,0,170,1,1,0,0,1,1,14.16666667,1,9773
1469,1,1,123.4,0,123,0,1,1,0,1,1,13.66666667,1,9254
1472,19,38,126.2,0,130,1,1,0,0,1,1,12.28571429,1,9773
1473,37,37,120.5,0,117,0,1,1,0,1,1,0,0,9773
1475,19,38,122.5,0,130,0,1,0,0,1,1,12.6,1,9130
1476,37,37,139.2,0,133,0,1,1,1,1,1,11.5,0,9991
1477,2,1,131.2,0,128,0,1,1,0,1,1,13,1,171
1478,1,19,120,0,133.1,0,1,0,1,0,1,0,0,9003
1479,1,1,116.7,0,123,1,1,1,0,1,1,0,0,9085
1480,1,1,150,0,150,1,42,1,0,1,1,14.8,0,9085
1481,37,37,117.5,0,133.1,0,19,0,0,1,0,11.33333333,1,9773
1482,3,1,137.6,0,140,1,1,1,0,1,1,14.42857143,1,9670
1483,1,1,124.3,0,126,1,1,0,0,1,0,13.4,1,9254
1484,37,37,116,0,133.1,1,19,0,0,1,0,10.98333333,1,9500
1485,19,1,121.4,0,121,1,1,1,0,1,0,11.5,1,9238
1486,1,3,142.8,0,140,1,42,1,0,0,0,14.28571429,1,9085
1488,19,37,125,0,131,0,1,0,0,1,1,0,0,8014
1489,19,19,126.1,0,124,0,1,1,0,1,1,14.83333333,1,9119
1490,37,37,155.8,0,120,0,1,0,0,1,1,13.5,1,9003
1491,1,3,116,0,133.1,0,1,0,0,1,1,11,1,9773
1492,3,4,110,0,110,0,39,1,0,1,1,10.5,0,9130
1493,19,1,97.2,0,133.1,1,19,1,0,1,1,13,1,9670
1494,1,3,100,0,133.1,0,19,0,1,1,1,0,0,9500
1495,3,1,140,0,140,0,40,0,0,1,1,14.14285714,1,9119
1496,1,37,128,0,130,0,1,1,0,1,1,14.6875,1,9556
1497,1,1,115.3,0,110,0,1,1,0,1,1,13,1,9670
1499,1,38,160,0,160,1,39,1,0,1,1,12.6,1,9003
1500,38,37,133.1,0,138,0,1,0,0,1,1,13.85714286,1,9070
1501,1,1,119,0,126,0,1,1,1,1,1,0,0,9670
1502,37,19,156,0,120,0,1,1,0,1,1,13.83333333,1,9991
1505,38,38,123.1,0,122,0,1,1,0,0,0,12,0,9773
1507,19,37,136.1,0,134,0,1,1,0,1,1,0,1,171
1508,19,37,132.7,0,134,0,1,1,0,1,1,13,1,9070
1509,1,1,128.2,0,140,0,1,0,0,1,0,0,0,9500
1510,1,1,126.7,0,127,0,1,1,0,0,1,0,0,9254
1512,19,37,156.3,0,143,1,1,1,0,1,1,0,1,171
1513,3,1,116.1,0,115,0,1,1,0,1,0,14.33333333,1,9254
1514,19,37,123.8,0,131,0,1,1,0,1,0,0,0,9500
1515,19,37,153,0,146,1,1,1,0,1,0,14.88888889,1,171
1516,19,1,140,0,140,0,5,1,0,0,0,0,0,9500
1517,19,1,131.9,0,135,0,1,1,0,1,1,13.58333333,1,171
1519,1,1,140,0,133.1,0,12,1,1,0,1,0,0,9147
1520,19,19,115,0,120,0,1,1,0,1,1,0,0,9991
1521,37,37,168,0,133.1,0,1,0,0,1,1,15.2,1,9991
1522,19,1,101.3,0,130,0,1,1,0,1,1,0,0,9085
1523,19,1,122.6,0,125,0,1,0,0,1,1,11,0,9670
1525,1,1,132.3,0,151,0,1,0,0,1,1,12.82857143,1,9500
1526,1,1,111.7,0,112,0,1,0,1,0,1,12.6,0,9773
1527,37,37,98.7,0,120,1,1,0,0,1,1,12.4,1,9119
1528,19,1,140,0,140,0,1,1,0,0,0,13.25,1,9254
1529,3,3,140,0,140,0,1,1,1,0,0,11.32857143,0,9500
1531,38,1,133.8,0,143,0,1,1,0,1,0,13.03333333,1,9500
1532,37,37,100,0,133.1,0,1,0,0,1,0,11.75,1,9773
1534,1,38,130.8,0,136,0,1,1,0,1,0,13.6,1,9085
1536,37,19,106.2,0,130,0,1,1,0,1,0,0,0,9500
1537,38,19,125.6,0,141,1,1,1,0,1,0,12,1,9238
1538,38,19,117.5,0,121,0,1,1,1,0,0,11.66666667,0,9853
1539,37,37,122.5,0,120,0,3,0,0,0,0,0,0,9119
1540,38,37,132.9,0,129,0,1,1,0,1,0,10.8,0,9147
1541,37,37,103,0,133.1,0,12,0,0,1,0,0,0,9853
1542,19,19,107,0,100,0,1,0,0,1,0,0,0,8014
1543,42,1,100,0,133.1,0,2,0,0,1,1,0,0,9130
1544,34,34,100,0,133.1,0,1,1,0,1,0,12,0,8014
1545,1,37,131.3,0,139,0,1,1,0,1,0,12.5,1,9070
1547,34,34,118.4,0,133.1,0,9,0,0,0,0,0,0,9991
1548,37,37,100,0,100,0,2,0,0,0,0,0,0,9254
1549,38,38,110,0,110,0,1,0,0,0,0,0,0,9500
1550,34,34,100,0,133.1,1,1,0,0,1,0,12,1,8014
1551,37,37,106.2,0,123,0,1,0,0,1,0,10.66666667,1,9147
1552,37,37,110,0,110,0,40,0,0,1,0,10.92307692,1,9147
1553,1,38,122.3,0,130,0,1,1,0,1,0,13,1,9085
1554,37,37,112.5,0,133.1,1,1,0,0,1,0,14.33333333,1,8014
1555,1,19,98.1,0,97,0,1,1,0,1,0,14.23125,1,9500
1556,37,19,140.2,0,130,0,1,1,0,1,1,0,0,9119
1558,37,37,134.6,0,150,0,1,1,0,1,1,0,0,171
1559,3,19,126.8,0,141,0,1,1,0,1,1,13.24875,1,9500
1562,1,1,113.6,0,116,1,1,1,0,1,0,12.4,1,9147
1565,1,19,126.6,0,135,1,1,1,0,1,0,12.16666667,1,9238
1566,19,38,130.7,0,144,1,1,1,0,1,0,15.61111111,1,9500
1567,1,19,105.9,0,108,0,1,1,0,1,1,11.4,1,9147
1569,37,37,100,0,133.1,0,1,0,0,1,0,0,0,9130
1571,37,37,120,0,133.1,0,19,0,1,0,1,0,0,9003
1572,37,37,119,0,130,0,12,1,0,0,1,0,0,9991
1573,37,37,110,0,133.1,0,1,0,1,0,0,11.75,0,9003
1574,37,37,120,0,120,0,2,0,0,1,0,12.4,1,9991
1575,19,19,119.8,1,131,0,1,1,0,1,0,0,1,171
1576,37,37,135.6,0,133.1,0,19,0,0,1,0,13.75,0,9670
1578,37,19,136.3,0,131,0,1,1,1,0,0,12,0,9085
1580,37,37,149.2,0,146,1,1,1,0,1,1,14.16666667,1,9773
1582,19,37,100,0,120,0,1,0,0,1,0,11,0,9991
1583,37,38,125,0,119,1,1,1,0,1,0,11.2,0,9853
1584,37,19,131,0,132,1,1,1,0,1,0,13,1,9773
1585,29,38,122,0,130,0,1,1,0,1,1,0,1,171
1588,37,37,118,0,119,0,1,1,0,1,1,12,0,9254
1589,1,19,126,0,134,0,1,1,0,1,1,12.16666667,1,8014
1590,1,19,120,0,120,0,39,0,0,1,1,0,0,9003
1591,3,1,155.6,0,172,0,1,1,0,1,1,0,0,171
1593,38,37,127.3,0,129,1,1,1,1,0,1,0,0,171
1597,19,1,161.2,0,164,1,1,0,0,1,1,16.14285714,1,9773
1598,37,37,140.9,0,136,0,1,1,0,1,1,11.8,0,9238
1599,38,38,111.1,0,117,0,1,0,1,1,1,11.33333333,0,9773
1600,1,1,149.9,0,131,0,1,1,0,1,1,0,1,171
1603,19,38,120,0,120,0,39,1,0,1,1,13.6,1,9003
1604,1,19,120,0,133.1,0,19,0,1,0,1,0,0,9003
1606,3,19,98.9,0,101,0,1,1,0,1,1,13,1,9254
1607,4,3,136.3,0,141,0,1,1,0,1,1,12.8875,1,9500
1609,38,19,130,0,145,0,1,1,0,1,1,12.57142857,1,9070
1610,1,38,141.5,0,160,0,1,1,0,1,1,12.5,0,9147
1612,19,19,114.5,0,125,0,1,1,0,1,0,12.28125,1,9500
1613,34,34,100,0,133.1,0,15,1,0,0,0,0,0,8014
1614,38,37,110.5,0,120,1,1,0,0,1,0,11.5,1,8014
1615,19,19,101,0,133.1,0,19,1,0,1,0,11,0,9085
1616,37,38,121,0,121,0,1,0,0,1,0,14.5,1,9085
1617,37,1,95,0,120,0,1,1,0,1,0,11.8,0,8014
1618,19,1,126.9,0,130,1,1,1,0,1,0,13,0,9773
1619,1,1,116.3,0,130,1,1,1,0,1,0,11.8,1,9670
1620,19,3,120,0,128,0,1,1,0,1,0,14.5,1,9670
1621,38,37,123.6,0,126,0,1,1,0,1,0,13,1,9085
1622,37,37,150,0,120,0,1,0,0,0,0,11.25,0,9556
1623,37,37,120,0,100,0,1,0,0,1,0,11.75,0,9556
1624,1,19,111.3,0,120,0,1,0,0,1,0,10.44444444,0,9853
1625,37,37,150,0,110,0,1,0,0,0,0,0,0,9991
1626,37,2,123.2,0,127,1,1,1,0,1,0,12.77777778,1,9085
1627,37,37,130,0,130,0,39,1,0,1,1,11,0,9991
1628,19,3,137.9,0,141,0,1,1,0,0,1,12.75,0,9670
1629,37,38,100,0,120,0,1,0,1,1,1,0,0,9119
1630,37,38,120,0,133.1,0,19,0,0,1,1,11.75,1,9130
1631,19,19,131,0,133.1,0,19,0,1,0,1,0,0,9773
1632,37,37,133.8,0,133.1,0,12,1,0,1,1,14.2,1,9991
1634,37,37,150,0,110,0,1,0,0,1,1,11.8,1,9991
1635,38,37,126.4,0,125,1,1,0,0,1,1,13.33333333,1,9670
1636,1,19,154,0,130,0,1,1,0,1,1,13,1,9130
1637,1,1,114.9,0,121,1,1,0,0,1,1,11.65,1,9500
1638,37,37,110,0,133.1,0,9,0,1,1,1,0,0,9670
1639,3,1,149.8,0,147,0,1,1,0,1,1,14.81818182,1,9070
1640,1,37,117.9,0,128,1,1,1,0,1,0,12.91111111,1,9500
1641,38,38,165.8,0,164,0,1,1,0,1,0,14.85714286,1,9070
1642,1,1,127.6,0,137,0,1,1,0,1,0,14.65555556,1,9500
1643,37,19,123.8,0,122,0,1,0,0,1,0,11,1,8014
1644,3,3,126.1,0,124,0,1,1,0,1,0,11,0,9254
1645,3,19,119.7,0,120,0,1,1,0,1,0,0,0,171
1646,1,19,121.6,0,117,0,1,1,0,1,0,14.5,1,171
1647,1,38,100,0,140,1,1,0,0,1,0,14.3875,1,9500
1648,19,37,127.6,0,130,0,1,1,0,1,0,12.14285714,0,9500
1649,1,38,132.5,0,138,1,1,1,0,1,0,14.36,1,9500
1651,1,1,131,0,142,0,1,1,0,1,0,14.7,1,9500
1653,19,19,113.3,0,122,1,1,1,0,1,0,15.0625,1,9556
1654,1,1,121.9,0,131,0,1,1,0,1,0,0,0,9853
1655,38,1,118.3,0,120,0,1,1,0,1,0,12.6,1,9085
1656,3,19,118.8,0,131,0,1,0,0,1,0,13,1,9147
1658,37,37,143.3,0,120,1,1,1,0,1,0,0,1,171
1660,1,19,155.7,0,160,0,42,1,0,1,0,14.14285714,1,9085
1661,3,3,153.9,0,157,0,1,1,0,1,0,15.66666667,1,9085
1662,19,1,137.8,0,150,0,1,0,0,1,0,15.7425,1,9500
1663,1,37,143.3,0,148,1,1,0,0,1,0,15.075,1,9500
1664,37,37,123.2,0,120,0,1,0,0,1,0,11.75,1,9085
1666,1,1,140.5,0,158,1,1,0,0,1,0,12.33333333,1,9238
1667,3,19,130,0,145,0,1,1,0,1,0,13.76125,1,9500
1668,1,38,104.8,0,100,0,39,0,1,0,0,10,0,9070
1669,37,37,132.5,0,136,1,1,0,1,1,0,13,1,8014
1671,19,3,136.5,0,148,0,1,0,0,1,0,14,1,9085
1672,3,1,130,0,130,0,39,1,0,0,0,12,0,9130
1673,1,1,190,0,130,0,40,1,0,1,0,14.07777778,1,9500
1674,1,1,128.5,0,136,0,1,1,0,1,0,12.76666667,1,9500
1675,1,1,126.6,0,122,0,1,0,0,0,0,0,0,9254
1676,3,3,131.6,0,140,0,1,1,0,1,1,0,0,9556
1677,1,1,119,0,110,1,1,0,0,1,1,12.6,1,9991
1678,37,36,127.6,0,130,0,1,0,0,1,1,13.4,1,9085
1679,1,37,100,0,133.1,0,1,0,0,1,1,0,0,9500
1682,19,1,117.7,0,124,0,1,1,1,1,1,11.6,0,9670
1683,2,2,124.7,0,124,0,1,1,0,1,1,12.75,0,9670
1684,37,37,124.5,0,128,0,1,1,0,1,1,13,1,9070
1685,3,3,140.8,0,125,0,1,1,0,1,1,15,1,9070
1686,38,1,111.9,0,121,0,1,1,0,1,1,12.28571429,1,9085
1687,3,3,140,0,140,0,3,0,1,0,1,0,0,9556
1689,37,37,123.8,0,136,0,1,1,0,1,1,0,0,171
1690,34,34,134,0,140.8,0,1,0,0,1,1,0,0,9119
1691,1,37,130.8,0,142,0,1,1,0,0,1,0,0,9070
1692,37,38,130.2,0,133,1,1,1,0,1,1,14.02222222,1,9500
1694,3,3,147.6,0,130,0,3,0,0,1,1,0,0,9119
1695,38,37,113.4,0,120,1,1,1,0,1,1,13.28571429,1,9670
1696,19,38,133.7,0,141,0,1,1,0,1,1,12.16666667,1,9070
1697,34,1,128.2,0,130,0,1,0,0,1,1,0,0,9085
1698,1,1,161,0,168,0,1,1,0,1,1,0,0,9500
1699,37,37,130,0,130,0,3,1,0,1,1,0,0,9500
1700,38,37,156.3,0,156,1,1,0,0,1,1,15.63375,1,9500
1701,1,1,129.3,0,137,0,1,1,0,1,1,14.5,1,9773
1702,34,34,129.3,0,131,0,1,0,0,1,1,0,0,9773
1703,38,38,136.3,0,130,0,1,1,0,1,1,11.5,1,9238
1704,1,19,140,0,133.1,1,1,0,0,1,1,13,1,9670
1706,1,1,139.7,0,160,0,1,0,0,1,1,0,0,171
1708,19,1,105,0,133.1,0,19,0,0,1,1,13.125,0,9556
1709,37,38,130.5,0,130,0,1,1,0,1,0,12.45,1,9500
1711,19,19,131.5,0,137,1,1,1,0,1,0,13.38125,1,9500
1712,3,1,100,0,133.1,0,1,1,0,0,0,11.34,0,9500
1714,19,37,130.2,0,140,1,1,1,0,1,0,12.16666667,1,9238
1715,1,19,133.5,0,135,0,1,1,0,1,0,13.3425,1,9500
1716,38,38,133.2,0,140,1,1,1,0,1,0,13.03125,1,9500
1718,38,37,129,0,160,0,1,0,0,1,1,14.5,0,9119
1719,2,1,100,0,133.1,0,19,0,0,1,1,0,0,9991
1720,38,37,116.5,0,128,0,1,1,0,1,1,12.14285714,1,9085
1721,37,37,124.2,0,121,1,1,1,0,1,0,11.4,1,9254
1722,3,3,138.8,0,127,0,1,1,0,1,0,15.42857143,1,9085
1723,2,1,126.4,1,132,1,1,1,0,1,0,12.4,1,9773
1724,19,19,151.9,0,147,0,1,1,0,1,0,12.66666667,1,171
1725,37,37,120,0,110,0,1,1,0,1,0,12,0,9991
1726,34,34,131.9,0,142,1,1,0,0,1,0,13.35714286,1,9238
1728,38,37,131.7,0,131,0,1,1,0,0,0,0,0,9254
1729,37,37,132.5,0,110,0,1,0,0,1,1,12.84615385,1,9991
1730,3,3,116.5,0,128,0,1,0,0,1,1,12.8,1,9147
1731,19,19,133.9,0,136,0,1,1,0,0,1,12,0,9130
1732,37,38,145.4,0,120,0,1,0,1,1,1,12.5,0,9119
1734,1,1,111,0,118,0,1,0,0,0,1,11.42857143,0,9147
1735,2,19,120,0,120,0,39,0,0,1,1,13.125,1,9070
1736,3,1,129.8,0,151,0,1,1,0,1,1,13.05375,1,9500
1738,3,1,130,0,140,0,1,0,0,1,1,13.83333333,1,9003
1739,37,37,126.3,0,133.1,0,19,0,0,0,1,0,0,9070
1740,3,3,137.8,0,146,0,1,0,0,1,1,12.66666667,0,9130
1742,3,19,115.4,0,121,0,1,1,0,1,1,13.33333333,0,9130
1743,1,1,110,0,127,0,1,0,1,0,1,10,0,9773
1744,37,37,97.4,0,133.1,0,1,0,1,0,1,0,0,9670
1745,1,1,130,1,130,0,39,1,0,1,1,10,0,9085
1746,19,1,156,0,156,0,1,0,1,0,1,11.5,0,9130
1747,19,1,126.1,0,130,0,1,1,0,0,1,0,0,9003
1748,1,1,120,0,110,0,1,0,1,0,1,0,0,9003
1749,38,38,105.2,0,108,0,1,1,0,1,1,12.4,0,9070
1751,38,19,137.8,0,150,1,1,1,0,1,1,0,1,171
1754,3,1,116,0,123,0,1,1,1,0,1,0,0,9119
1757,1,37,150,0,150,0,39,1,0,0,0,0,0,9130
1758,4,19,118,0,125,0,1,1,0,1,0,15,1,9670
1759,1,1,109.3,0,117,1,1,1,0,1,0,12.6,1,9500
1760,19,19,119.3,0,121,0,1,1,1,1,0,11.83333333,1,9238
1761,1,1,146.3,0,140,1,1,1,0,1,0,0,0,171
1762,1,19,161.5,0,130,0,1,0,0,1,1,16.5,1,9773
1763,37,2,140,0,140,0,1,0,1,1,1,11.25,1,9147
1764,1,1,142.2,0,140,1,42,0,0,1,1,12.6,1,9147
1765,19,38,129.2,0,140,0,1,1,0,1,0,0,0,9147
1766,1,1,100,0,140,0,1,0,1,0,0,14,0,9003
1768,3,19,140,0,140,0,3,0,0,1,1,0,0,9500
1772,1,1,136.9,0,140,1,1,1,0,1,0,14.42857143,1,9773
1775,1,3,148.7,0,149,0,1,0,0,0,1,0,0,9773
1776,19,38,133,0,140,0,1,0,0,1,1,11.42857143,1,9254
1777,37,12,150,0,140,0,1,0,1,1,1,12,0,9991
1778,37,38,98,0,133.1,0,1,1,0,1,1,11,1,9147
1779,37,19,122.4,0,125,0,1,1,0,1,1,14.5,1,9500
1781,1,19,112,0,133.1,1,1,1,0,1,1,11.16666667,1,9070
1782,37,37,143.8,0,130,0,1,0,0,1,1,15.57,0,9500
1784,37,38,138,0,140,0,3,0,0,1,1,15.91111111,0,9500
1786,37,37,103.5,0,133.1,0,19,0,0,1,1,0,0,9238
1787,37,37,140,0,140,0,3,0,0,1,1,13.75,1,9991
1788,3,3,108.7,0,116,0,1,1,0,1,1,0,0,9070
1789,19,1,115.9,0,118,1,1,1,0,1,1,11.33333333,1,9254
1790,37,37,127.3,0,140,0,1,0,0,1,1,13.07571429,1,9500
1791,3,1,138.7,0,146,0,1,0,0,1,1,0,0,9147
1792,3,5,135.8,0,150,0,1,0,1,1,1,13.5,0,9991
1793,1,1,134.6,0,137,0,1,1,0,1,1,0,0,9085
1795,38,38,132.8,0,134,1,1,1,0,1,0,13.51285714,1,9500
1796,38,37,155.5,0,160,1,1,1,0,1,0,12.16666667,1,9238
1797,38,1,132,0,126,1,1,1,0,1,0,11.66666667,0,9085
1798,37,38,110,0,133.1,0,19,0,1,0,0,13.33333333,0,9003
1799,38,3,127.3,0,114,0,1,1,1,0,0,0,0,9254
1800,3,1,126,0,139,0,1,1,0,1,1,12.288,0,9500
1801,34,34,130,0,130,0,3,0,0,1,1,13.28571429,1,8014
1802,1,1,118.8,0,131,1,1,0,0,1,1,12.8,1,9147
1803,19,1,127.6,0,130,0,1,1,0,1,1,11.14285714,0,9670
1804,19,19,112.1,0,133.1,0,19,0,1,0,1,0,0,9147
1805,3,1,130,0,130,0,3,0,0,1,1,0,0,9991
1807,3,3,121.4,0,127,0,1,0,0,1,1,0,0,9670
1809,1,1,120.6,0,134,0,1,1,0,1,1,13,1,9991
1810,37,37,126.5,0,130,0,1,0,0,1,1,12.83333333,1,9254
1811,1,19,120.2,0,127,1,1,1,0,1,0,13.54444444,1,9500
1812,37,37,120,0,130,0,1,0,0,1,1,12.6,0,9500
1813,37,38,137.5,0,142,0,1,1,0,1,1,11.5,1,9147
1814,1,37,127.9,0,117,0,1,1,0,1,1,0,0,9070
1816,37,37,131.8,0,164,0,1,0,0,1,0,12,1,9991
1817,37,37,129,0,130,0,1,1,0,1,0,12.5,1,9070
1818,2,37,115.8,0,127,0,1,1,1,0,0,0,0,9773
1819,3,2,126.4,0,140,0,1,1,0,1,0,14.75,0,9500
1823,1,1,112.9,0,133.1,0,1,0,0,1,0,10.5,0,9670
1824,3,3,111.6,0,120,0,1,0,0,1,0,12.66666667,1,9238
1825,19,37,152,0,160,0,1,0,0,1,0,14.16666667,1,9254
1826,38,1,132.6,0,141,1,1,0,0,1,0,14.33333333,1,9238
1828,37,37,120,0,120,0,3,0,1,0,0,0,0,9500
1830,37,19,142.8,0,162,0,1,0,1,1,0,11.5,0,9853
1831,1,1,124.8,0,130,1,1,0,0,1,0,14,1,9238
1832,37,19,126.3,0,134,1,1,1,0,1,0,11.6,1,9147
1833,19,19,119,0,133.1,1,1,1,0,0,0,12.28571429,0,9147
1834,19,38,124.9,0,137,1,1,0,0,1,0,14.86444444,1,9500
1835,38,38,118,0,133.1,1,1,0,1,1,0,11.5,1,9238
1836,37,19,100,0,110,0,1,0,0,1,0,12.14285714,1,8014
1838,3,19,130.8,0,133,0,1,1,0,1,0,13.4275,1,9500
1839,1,19,110,0,130,0,1,1,0,1,0,15.5,1,9070
1840,38,37,151,0,151,0,1,1,0,1,0,0,0,9773
1841,19,19,131,0,125,0,1,1,0,1,1,0,0,9130
1842,1,38,155.2,0,158,1,1,0,0,1,1,11,1,9147
1844,1,1,119.7,1,133,0,1,1,1,1,1,12.36111111,1,9500
1845,3,19,131,0,138,0,1,1,0,1,1,13,0,9130
1846,37,3,116.9,0,126,0,1,0,0,1,1,12.25,0,9003
1847,36,14,130,0,140,0,1,1,0,1,1,10,0,9991
1848,5,5,137.8,0,143,0,1,0,0,1,1,12.68888889,1,9500
1850,1,1,120,0,120,0,3,1,0,0,1,0,0,9500
1851,19,38,133,0,148,0,1,0,0,1,1,14.8,0,9119
1852,3,19,115.2,0,126,0,1,0,0,1,1,11.8,1,9147
1853,3,3,160,0,160,0,39,1,0,1,1,14.66666667,1,9003
1854,37,37,106.3,0,140,0,1,0,1,0,1,10.5,0,9085
1855,19,1,103,0,133.1,0,19,0,0,0,1,0,0,9670
1856,3,3,136,0,136,1,1,1,1,0,0,12.875,1,9070
1857,19,1,146.5,0,150,0,1,1,1,0,1,12.4,1,9238
1858,1,4,131.4,0,130,0,1,0,0,1,1,12.33333333,1,9070
1860,19,19,137,0,110,0,1,0,1,1,1,0,0,9119
1862,1,1,111.9,0,121,0,1,1,0,0,1,0,0,9254
1863,37,38,131.2,0,127,0,1,1,0,1,1,13.16666667,1,9070
1864,9,19,131.2,0,140,1,1,0,0,1,1,0,0,9130
1865,1,1,140,0,130,0,1,0,0,1,1,12.4,1,9991
1866,19,19,121.5,0,130,0,1,0,0,0,1,0,0,9147
1867,37,37,153.5,0,100,0,1,0,1,0,1,0,0,9991
1868,37,19,142.2,0,139,1,1,1,0,1,1,14.33333333,1,171
1869,19,11,131.1,0,150,0,1,1,0,1,1,12.66666667,1,9773
1870,34,3,130.6,0,133.1,0,1,1,1,0,1,0,0,9670
1871,1,1,115,0,119,1,1,1,0,1,1,0,0,9500
1872,1,1,125,0,170,0,1,0,0,1,1,15.01111111,1,9500
1873,34,34,97.5,0,133.1,0,1,1,0,1,1,0,0,8014
1874,19,19,134.4,0,133,1,1,1,0,1,1,12.75,1,9773
1875,37,37,118.8,0,125,0,1,0,0,1,1,13.3,1,9500
1876,42,1,110.5,0,133.1,0,19,0,0,1,1,0,0,9556
1877,37,19,123.3,0,143,0,1,1,0,1,1,0,0,9500
1878,2,19,139.6,0,127,1,1,1,1,0,1,0,0,171
1879,19,3,138.8,0,157,0,1,0,0,1,1,13.55714286,1,9500
1881,37,37,140,0,140,0,1,0,0,1,1,10.33333333,0,9003
1882,19,38,118.2,0,128,0,1,0,0,1,0,0,0,9254
1883,1,19,150.6,0,145,0,1,1,0,1,1,0,1,171
1885,19,2,126,0,132,0,1,1,0,1,0,12.18333333,1,9500
1886,37,37,160,0,160,0,39,1,0,0,1,11,0,9003
1887,37,37,160,0,160,0,1,0,1,0,1,0,0,9773
1888,2,19,184.4,0,184.4,0,1,0,0,1,0,14.33333333,1,9085
1889,1,1,156,0,149,0,1,1,0,1,0,0,1,171
1890,40,43,150.2,0,146,0,1,1,0,1,0,0,1,171
1891,38,37,126.3,0,139,1,1,1,0,1,0,13.435,1,9500
1892,2,22,146.1,0,152,0,1,1,0,1,0,0,0,9130
1894,1,1,116.8,0,121,0,1,1,0,1,0,12.17647059,1,171
1897,3,3,112.3,0,121,0,1,1,1,0,0,11.5,0,9773
1898,12,12,155.3,1,143,0,1,1,0,1,0,0,1,171
1899,3,1,153.8,0,150,0,42,1,0,1,0,14,1,9085
1900,1,37,110,0,126,0,1,0,1,1,0,12.66666667,1,9773
1901,1,9,128.2,0,133.1,0,1,0,0,1,0,12.55555556,1,9085
1902,1,1,120.4,0,127,0,1,1,0,1,0,14,1,9130
1903,19,1,153,0,160,0,1,1,0,1,0,13.11666667,1,9500
1904,19,1,117.9,0,121,0,1,1,0,1,0,11.66666667,1,9773
1905,1,37,145.6,0,150,1,39,1,0,1,0,14.16666667,1,9238
1906,4,12,119.8,0,117,0,1,1,0,1,0,15.6625,1,9500
1907,19,1,126.8,0,141,0,1,1,0,1,0,12.94428571,1,9500
1909,3,3,137.3,0,148,0,1,1,0,1,0,14.26666667,1,9500
1910,3,19,115.5,0,120,0,1,1,0,1,0,14,1,9670
1911,37,37,127.5,0,132,0,1,1,0,1,0,12.48375,1,9500
1912,38,1,116.3,0,125,0,1,1,0,1,0,15.3125,1,9556
1913,19,37,113.2,0,123,0,1,0,1,0,0,0,0,8014
1914,12,12,132.6,0,142,0,1,1,0,1,0,12.2,1,9853
1915,1,37,132,0,148,0,1,1,0,1,0,13.45,1,9500
1916,19,38,130.3,0,136,1,1,1,0,1,0,12.6,1,9500
1917,19,38,116.7,0,123,0,1,1,0,1,0,12.9375,1,9500
1918,19,37,134,0,135,1,1,1,0,1,0,12.8,1,9070
1921,37,38,139.2,0,136,0,1,1,0,1,0,14,1,9238
1923,37,38,129.4,0,142,0,1,0,0,1,0,12.5,1,9147
1924,1,38,125.6,0,127,1,1,0,1,1,0,0,0,9670
1925,1,1,129.3,0,131,0,1,0,0,1,0,14,1,9238
1926,38,19,128.4,0,134,1,1,1,0,1,0,12.71428571,1,9085
1927,19,19,139.9,0,142,1,1,0,0,1,0,12.5,1,9773
